valid_time,tp,swvl1,wind_speed,FPI_weighted,FPI_norm
2010-01-01,0.002758085736,0.43792343125,2.8563640880052934,0.47491642597873934,0.1863131865488033
2010-01-02,0.01004882440245,0.43623988,2.2683296932578494,0.5333614128165721,0.2321373776627253
2010-01-03,0.00617479074232,0.4249076854166667,2.887842694452969,0.6051596363364524,0.20218162627347278
2010-01-04,0.0019630640332,0.4107335404166667,3.9065566912739738,0.8417753604135773,0.17033011322993863
2010-01-05,0.01443618813629,0.4322306329166667,3.0069940111956703,1.0807261106855315,0.263672471170533
2010-01-06,0.007800802564241,0.4362545004166667,2.438038996935553,0.5079639621887886,0.21764939047084
2010-01-07,0.005701336083,0.4383862825,2.2322874434664977,0.31752077130584094,0.2034593255793918
2010-01-08,0.02542519566,0.45188013708333336,1.8991929553634657,1.1428830615675185,0.34467481085328866
2010-01-09,0.024587631255,0.4526475275,1.731640850022844,1.0256920257832096,0.3385166985033431
2010-01-10,0.0056330995141,0.4460614516666667,2.0401752376820452,0.250021581523641,0.2065149773671495
2010-01-11,0.00517650238151,0.4359931954166667,3.046695505098965,0.6738429191010564,0.20272438034917378
2010-01-12,0.014111715567000001,0.44441350166666665,4.497947108744186,1.8230478057835535,0.2764584000722224
2010-01-13,0.0124510974,0.44328244625,4.180890539447986,1.588370741706688,0.2627627418780174
2010-01-14,0.013911744496,0.45173390875,4.175562889806763,1.6856524960121446,0.27772006730650434
2010-01-15,0.00775393151,0.45270156916666665,3.426641927048848,1.038371203691321,0.23221842831080877
2010-01-16,0.010051382267499999,0.43452644375,3.977323832456358,1.3454197851146827,0.24010318398075703
2010-01-17,0.005415686405,0.4315026616666667,3.6982092328678733,0.9808742813669897,0.20512677472513896
2010-01-18,0.009766787384000001,0.43716049333333334,3.156522257954021,0.9484907472007109,0.23540678267862736
2010-01-19,0.01815992973,0.44174893750000005,1.9594716345509668,0.7903521826032752,0.28928513490399504
2010-01-20,0.0061961496028,0.4378019979166667,1.6666063682243166,0.06809537710792382,0.2035355422749657
